label,checksum_match,chunk_size_bytes,file_size_bytes,receiver_bulk_seconds,receiver_handshake_seconds,receiver_hmac_verify_seconds,receiver_peak_rss_kb,receiver_total_seconds,sender_ack_wait_seconds,sender_bulk_seconds,sender_handshake_seconds,sender_peak_rss_kb,sender_total_seconds,throughput_mb_s,total_chunks
1KB,True,65536,1024,0.004038205000028938,0.01888104799991197,0.0003437560000065787,26096,0.023933366999926875,0.014685232999909203,0.0031331860000136658,0.007039722000058646,26020,0.025313535000009324,0.31168353873524923,1
10KB,True,65536,10240,0.0040726139999378574,0.017831405000038103,0.000384026000006088,25960,0.02312057000006007,0.01318765300004543,0.003396714000018619,0.007759924999959367,26012,0.02482701899998574,2.8750212705416085,1
100KB,True,65536,102400,0.005060364999962985,0.019893530999979703,0.0006242399999791814,26304,0.02822836500001813,0.00971092800000406,0.007176579999963906,0.008472860999972909,26072,0.026542072999973243,13.607630654224039,2
1MB,True,65536,1048576,0.01673225199999706,0.022732685999926616,0.0039925050000420015,26232,0.047878165999918565,0.013863297000057173,0.014858318999927178,0.00792683199995281,26220,0.04706401700002516,67.30236441988498,16
10MB,True,65536,10485760,0.19795475299997634,0.026039717000003293,0.02896785500001897,26312,0.28347713800008023,0.09369493400004103,0.11623784500000056,0.005120553999972799,26312,0.28105843800005914,86.03050065148706,160
50MB,True,65536,52428800,1.1407020809999722,0.02181666100000257,0.13741132600000583,26420,1.4514221779999161,0.3409494539999969,0.8250731570000198,0.007536651999998867,26284,1.4463308670000288,60.60068683097249,800
